Source,Target,Weight,Type
Hume_Treatise_human_nature_vol_2,Hume_Philosophical_Essays_Human_Understanding,6,undirected
Hume_Treatise_human_nature_vol_2,Hume_Treatise_Human_Nature_vol_1,6,undirected
Hume_Treatise_Human_Nature_vol_3,Ferguson_1757_Morality_stage-plays,6,undirected
Hume_Treatise_Human_Nature_vol_3,Ferguson_Sermon_preached_in_the_ersh,4,undirected
Hume_Treatise_Human_Nature_vol_3,Hume_A Letter from a Gentleman,2,undirected
Hume_Treatise_Human_Nature_vol_3,Hume_An_Abstract_of_a_book,2,undirected
Hume_Treatise_Human_Nature_vol_3,Hume_Dialogues_Concerning_Natural_Religion,3,undirected
Hume_Treatise_Human_Nature_vol_3,Hume_Philosophical_Essays_Human_Understanding,12,undirected
Hume_Treatise_Human_Nature_vol_3,Hume_Treatise_Human_Nature_vol_1,8,undirected
Hume_two_essays_on_suicide_immorality_soul,Ferguson_dialogues_from_manuscript_edited,1,undirected
Hume_two_essays_on_suicide_immorality_soul,Ferguson_T012677_3_Pamphlet_Dr_Price,1,undirected
Hume_two_essays_on_suicide_immorality_soul,Hume_essays_moral_political_1741,3,undirected
Hume_two_essays_on_suicide_immorality_soul,Hume_Four_Dissertations,3,undirected
Hume_two_essays_on_suicide_immorality_soul,Hume_Philosophical_Essays_Human_Understanding,6,undirected
sister_peg_checked,Ferguson_letters_edited_w_npp,2,undirected
sister_peg_checked,Hume_Archibald_Stewart,5,undirected
sister_peg_checked,Hume_Dialogues_Concerning_Natural_Religion,5,undirected
sister_peg_checked,Hume_essays_moral_political_1741,2,undirected
